d rc alpha h ra
8.369411635004557e-05 3.280034388548236e-05 47.03399560725883 0.00023673441998158038 0.00020490851672006974
7.658184317613085e-05 2.8048196815163095e-05 49.95625529043525 0.0002886576062484823 0.00020248748534669255
0.00011812723643576405 1.906104501290722e-05 51.743827453348956 0.0001981766918658639 0.0002516453761766529
7.869082678993345e-05 3.1576659462489733e-05 34.67661089795632 0.0004401218111753095 0.0002838075410913425
0.00014986244227878782 1.6995465008475792e-05 27.194156531317454 0.00023768775139629159 0.00010141155030731497
9.552822118376442e-05 2.579123471075619e-05 46.82233802391549 0.00025570505246486004 0.00020743063651752953
0.0001663823823161085 1.7307865933175786e-05 50.51834180381968 0.0001227456104088955 0.00014048897195382277
6.715257037457684e-05 4.0484221784264044e-05 25.863863315533003 0.0007113920597759023 0.0002825383654643528
0.0002015109427889149 1.730079063909472e-05 37.73034553925328 0.00017562739921150712 9.741563155995927e-05
5.670653207411143e-05 4.4549856757276394e-05 34.756274472513766 0.0003410315489913736 0.00022039919506769323
0.00020644218361518595 1.4482814142996918e-05 49.94564318422436 0.00010988140211684026 0.00010805511995308842
0.00015967010014102562 1.8889989557362567e-05 37.71298260200624 0.00012471241181751495 9.442036910616762e-05
5.255662465300279e-05 5.514457790169304e-05 40.6556296561982 0.00028769597048402396 0.00024232493747423407
0.0001838500364571941 1.802157089642557e-05 19.557353338700356 0.0002108464748384859 8.715453882133641e-05
5.21638256733351e-05 6.057664662830259e-05 15.97990419406307 0.0006313904870037203 0.0002162661560281407
0.00018451416706997392 1.3006764510481694e-05 44.56742098202542 0.0001516251894613456 0.00010915264134993764
9.855516038741187e-05 2.7738248685682572e-05 29.295992431891406 0.00032720075165148496 0.00019507343674648846
0.00011548650645005018 2.0509998710682594e-05 32.18845363278589 0.00029446572311866645 0.0001797857947038419
6.271044501589452e-05 3.299470995812353e-05 55.9994177418548 0.0002317989149812928 0.00028058462564183224
8.697193298576554e-05 2.943588181310203e-05 39.71145573477262 0.00028566728407360516 0.00024268657114953976
0.00015453184041908037 1.7859492107615013e-05 23.46415137666216 0.00032830421859282024 0.0001459690708422616
5.5451985685826405e-05 5.250980992734776e-05 24.904729851032563 0.000507681045499159 0.00022552603138142264
5.9658159777706626e-05 3.696165765401826e-05 56.58405270335006 0.0002169935686472206 0.00021551760360227158
0.0001802202657474995 1.513420593032616e-05 41.16153010714994 0.00017718139468519015 0.00013494034868359332
6.477994212694604e-05 3.898331021214441e-05 25.936764878587113 0.0003807741137480407 0.00020552576003620137
7.64982790033479e-05 3.763414908656479e-05 31.977023813766827 0.00027568164026429563 0.00018032744262421943
7.594453646998629e-05 3.4375985444339135e-05 31.80101991307399 0.00041754713475508095 0.0002139819011589403
0.00019842131047502961 1.3571209774363171e-05 38.469229127141915 0.00014843649425700975 0.0001071704557035739
7.02420053387768e-05 3.811132489747592e-05 33.126601652536394 0.0003751526264375994 0.00024010198344248342
7.995086152184797e-05 3.4923497535378515e-05 24.332786477241598 0.0005042433571656898 0.00019922503319845053
0.00021906938259868696 1.6128895883812877e-05 31.233373808325325 0.00017033833835143145 0.0001026614434123044
7.86208855235777e-05 2.8739630105693724e-05 54.038162957247444 0.0001818560832957429 0.0002449491778670236
0.00015700334378993647 1.6215190733327014e-05 26.797706121753514 0.000302772108774202 0.00015051382695536
9.176283562332397e-05 3.12610926871415e-05 47.15496338068363 0.00019111606864549835 0.00020440490592858943
7.662755207917644e-05 3.0002932071721727e-05 46.9164459930293 0.0002860562638378435 0.0003124659343977499
0.00019287297159061584 1.7372012973696298e-05 46.53663128591007 0.00014991697505376065 0.00014995205873136945
0.00016514665383767264 1.4907432128244276e-05 41.11678373398804 0.00019295143291308636 0.00010299516259695157
0.00017371924215772776 1.846732696194709e-05 37.047150545933704 0.0001423255308742811 8.150938954232042e-05
7.029161792648833e-05 4.213135437439792e-05 17.344793546020977 0.0005773766500398536 0.0002090993596632025
0.0001954648600054165 1.51659989446202e-05 31.670210981666592 0.0002088133684383368 0.00011919304847603763
6.377082401637786e-05 4.332864042141862e-05 38.35845774377758 0.00029600774309129275 0.000243944462661172
0.0002137514837988126 1.4555745385880013e-05 36.521339223884596 0.0001279876071962648 0.0001006135979149184
0.0001615400076576447 1.5422560694371235e-05 42.38010610746835 0.00016724013721915344 8.654589485044662e-05
0.00013928013677253843 1.5368146931887602e-05 49.837031090849436 0.0001695138556430336 0.0001212074726315941
0.00010828731966467852 1.5320689651527115e-05 57.699062553856116 0.00012105354811855736 0.00018208949698171072
0.00016801695351722497 1.6838955498304024e-05 45.72583663261521 0.00013298879102531825 9.685672151312469e-05
0.00017626712520784545 1.503929806907067e-05 38.3573416393966 0.0001767076498504823 9.35907938096669e-05
8.49947708114671e-05 2.2130465807311007e-05 53.813635580366196 0.00021806780666300463 0.00027037228740574054
6.281428942780864e-05 4.318304988878303e-05 34.50590113257609 0.00041100327013225403 0.0002514703053964344
8.605899315329499e-05 2.8254060041785014e-05 55.59398674671435 0.000230894298112731 0.0002439105916678096
0.0001574882942462857 1.6771539668157356e-05 47.620328451769716 0.00013093979629064882 0.00014722543638575632
6.946918802483689e-05 4.1211086269361564e-05 17.009810557836104 0.0007177144575596648 0.00022087004947279814
0.00018894595612257406 1.7585383821010966e-05 34.90986952443973 0.00017051311616250126 9.23843876549356e-05
6.710671501728398e-05 4.196771660783179e-05 28.90293566100651 0.0004942477321946681 0.00022480233758238
8.529843175581893e-05 2.458042274397425e-05 58.75531643072503 0.00015571143918565909 0.0002229246331934083
0.00010392090012802665 2.3312432023850142e-05 39.36893035602007 0.0003413444985942667 0.0002659559335710051
6.515261251182741e-05 4.1915270062634156e-05 21.554326681300033 0.0007811578290555829 0.00028513319308665124
0.0001493620633156983 1.8430415204086012e-05 18.72995732370116 0.00037745326816874235 0.00010724180050517137
7.043632089259506e-05 4.075770100417971e-05 22.180021200426715 0.0004672192905396651 0.00021331922216938137
7.169100031930768e-05 2.6343459561386987e-05 56.63024186473784 0.00024396899967791733 0.0002621099949641796
6.677922615312511e-05 3.575536308975074e-05 31.067595382863594 0.0005056064645663712 0.0002069562962138196
0.00016273674582433474 1.704236865439045e-05 46.94403290213487 0.00013472863708294955 0.00011143119370151208
9.845211244270994e-05 2.980527691392291e-05 51.30592839875024 0.00020133699442882407 0.0001864246540990894
5.3764467609107064e-05 4.9882930818535024e-05 43.54071105659693 0.00032208409094960466 0.0002480375247824669
0.00019778121003419024 1.644212939913055e-05 39.71491344650608 0.0001638903106453264 0.00013876284542206765
0.00018253313895056887 1.6918316255096512e-05 36.37523174498478 0.00015398961828928738 0.00012052738216474129
6.68689256218775e-05 3.880287508547048e-05 51.797642069892646 0.00023690743491507657 0.0003037265802447702
0.00016454477007401766 1.5627966813397584e-05 35.03718581670174 0.0001670697039679282 9.92941890060791e-05
0.0001816443149320538 1.6100348046276944e-05 24.836131365348685 0.0002146998217600001 0.0001019173193901349
0.00011598026614689898 2.0467730102708358e-05 59.11644131779461 0.00014080575478662806 0.00022469185513537693
7.881103742572615e-05 3.9848925044140194e-05 17.56473383330344 0.0007200719518704987 0.00020732968276985006
7.612946121710825e-05 3.401528995375914e-05 20.87591364295799 0.0006077948105363969 0.00020922448783760846
6.253870967546651e-05 3.60314330554767e-05 39.48397335017317 0.00031447474929457324 0.00023876994315119243
0.0001264315469266562 1.5294871442296985e-05 55.60082425363891 0.00013413053274626512 0.0001947335890192452
8.068039858049148e-05 3.6168895281530257e-05 20.743872004530367 0.0005686154329729964 0.0001979022579735791
0.000125075147248951 1.9551652064530006e-05 52.75683264189528 0.00015647116601592975 0.00019952091756013357
0.000143079064076307 2.1417372669973303e-05 45.105067206888926 0.0001479731141222931 0.0001150363775917295
0.00011577483507146855 1.4819031781697384e-05 59.59853049763899 0.0001098783784025983 0.00017506122943575702
0.00012118660288160563 1.9013388830940857e-05 59.462601217731645 8.156306401090483e-05 0.00014256705495884676
0.00014605750100432155 2.17693853430797e-05 39.60626310065955 0.0001812019654543225 0.00014107720968414573
0.00010676476235832607 2.246007029438327e-05 31.161056028811714 0.00032649418483682047 0.0001616107984934726
0.00017360596117412644 1.587918708363717e-05 35.763113471073595 0.00019788769314669794 9.532632867028142e-05
8.934581070617139e-05 3.2604632402116664e-05 37.92712941652419 0.0003077830153653133 0.00022048396639116172
7.556266627189558e-05 3.9704932394978335e-05 22.616338919753886 0.0005896056716717395 0.00026138559360403804
7.141263318151819e-05 4.5377224720443394e-05 15.026712528209096 0.0007566757144543728 0.00020438838602231154
0.00019895377588281403 1.6770137931190446e-05 37.562527904466165 0.00018295220444979963 0.00013971834800792648
0.0002462396942632855 1.4708353644643755e-05 50.019416685122316 0.00011356121088900616 0.00013443443985989808
0.00019963505250608922 1.42071330070703e-05 37.59178802556058 0.00022765010365831116 0.00011238526805976918
0.00013749613403413912 1.7811060651588328e-05 30.284231766169498 0.00036383901371800126 0.0001213253927805167
6.515804712415381e-05 3.681258171239971e-05 31.398822293160105 0.00041208177853092036 0.00020682518380832465
0.000228221313135744 1.3328075196681505e-05 40.29339811685769 0.00011904611201854117 0.00010694147765690785
0.00018824319161932072 1.7018555009535616e-05 48.61864792865677 9.844399238303262e-05 0.00011612133900033402
8.235642321601607e-05 3.1486473550329575e-05 16.3069271759102 0.0005154606957038822 0.00017316452350473407
7.106834027561105e-05 3.9412136605016735e-05 21.333891955174877 0.0005732937916065509 0.00022929855923825636
9.699128471764445e-05 1.8039205180115534e-05 58.281116338760704 9.572775198052907e-05 0.0001384527822128851
9.301292050579517e-05 2.605686891813352e-05 28.66130499058164 0.0003970559051791977 0.00020181167274329752
0.0001935233692586205 1.6457162027851106e-05 39.413355171423675 0.00013284737717757407 0.00010005206949355408
0.00024208610628320622 1.3221884969068204e-05 47.589995321096794 0.00014121660880672134 0.00014816873036148235
8.019098839254965e-05 2.828565822574868e-05 54.312630946284706 0.00023500559647648376 0.00025848570653448714
6.940204285608508e-05 3.397324351395445e-05 45.61018946065964 0.0003030167891644552 0.0002843820010967182
0.00010862814114426745 2.1501147806185517e-05 57.58667797215061 0.00013457677712613346 0.00014418058479365932
0.00011961478401021092 2.174319537331363e-05 59.71738856599396 9.899504928008705e-05 0.0001526285052736725
7.391243744920714e-05 3.8773145429913585e-05 19.355582491473548 0.0008212118596480633 0.0002797520262707447
8.756597416847715e-05 2.7985531518376682e-05 36.374697517389194 0.00035526994375079677 0.0002606036663218721
0.0001662215144713377 1.6789685247851593e-05 33.396641721759096 0.0001545207308721349 0.00010370386672801937
8.422414229682688e-05 2.4227376974095786e-05 43.76029613919975 0.00022076209722827637 0.00021995828854333465
5.864865742431358e-05 5.707093139814362e-05 18.381132598639034 0.0006330686338243612 0.00022276231489836332
0.00015597412735024577 1.465462459734067e-05 45.29258699474846 0.0001451880004556042 8.499092612797856e-05
7.05304470056141e-05 3.305254781353088e-05 46.50396849042605 0.00026464789201226577 0.00023976598066700942
7.093658959392651e-05 3.486759250130225e-05 35.33614673190663 0.0004289918880325923 0.000236308836051734
0.00010781861917506033 2.486376150106968e-05 16.268680618987105 0.0005915544239876593 0.00018881815316817903
0.0001266143193243363 1.9719173000548785e-05 34.42067515744052 0.00019949094748840664 0.00014376973590210873
0.00015461235362135834 1.5762065094468877e-05 50.9999386785759 0.00013890586614242293 0.0001026834192818694
0.0001688790129157392 1.9136650443057113e-05 31.04046659783116 0.0002396158207326538 0.00010335929691984393
8.10874490041297e-05 3.233756190250166e-05 24.400777511401163 0.0005238388922766589 0.00024193469681820586
8.060394702223121e-05 3.439687301319931e-05 15.097128352809442 0.0007427610844574597 0.0001893721187288995
6.923212297613571e-05 2.7727560248259847e-05 58.911860267457364 0.00015227946648994846 0.0002541667035506201
6.696361055141246e-05 3.06961769665122e-05 59.735868042180556 0.00020570701096591398 0.0002952886192992826
0.00012917175020225928 2.0375702016163263e-05 35.446675638823265 0.00023084944558905603 0.00013613751684443982
0.00018283774524218525 1.549302519936805e-05 25.85383376472269 0.0003287812924186143 0.00015924802705746574
0.00024200813870930567 1.5588590176825654e-05 56.794317262421124 9.338635135421949e-05 0.00011559047665489976
